zip_code,square_footage,bedrooms,bathrooms,year_built,lot_size_acres,renovation_status,property_type,garage_spaces,price
80202,2389,4,5.0,1987,0.19,Minor (Cosmetic),Single Family,1,1048100.0
85001,1698,3,3.5,1989,0.04,Major (Structural/Systems),Condo,0,550700.0
80202,3372,5,6.0,2001,0.27,Minor (Cosmetic),Single Family,1,1645700.0
85001,2385,3,4.0,1992,0.18,Full Gut Rehab,Single Family,1,920000.0
60601,1350,3,4.0,1960,0.02,None,Condo,0,439300.0
10001,2205,3,4.5,1977,0.08,Minor (Cosmetic),Single Family,1,1765300.0
78701,1111,2,2.5,1998,0.034,Major (Structural/Systems),Condo,1,552000.0
85001,973,1,1.0,1982,0.043,Major (Structural/Systems),Condo,0,276900.0
30301,1368,2,2.5,1956,0.04,Minor (Cosmetic),Condo,1,388000.0
94102,3574,6,6.0,2008,0.42,None,Single Family,1,2946900.0
60601,3098,5,6.0,1983,0.93,Full Gut Rehab,Single Family,2,1357100.0
98101,1422,2,2.5,2023,0.026,Major (Structural/Systems),Condo,2,951200.0
90210,3192,5,6.0,2002,0.08,Minor (Cosmetic),Single Family,3,2740400.0
98101,1292,2,2.5,1962,0.014,Minor (Cosmetic),Condo,1,646400.0
10001,1645,3,3.5,2007,1.09,None,Single Family,2,1695100.0
75001,3775,6,6.0,1965,0.31,Minor (Cosmetic),Single Family,1,1032900.0
98101,3853,6,6.0,1987,0.58,Minor (Cosmetic),Single Family,3,2037000.0
75001,2324,3,4.0,1986,0.27,None,Single Family,0,589800.0
90210,2221,3,4.0,1985,0.18,Major (Structural/Systems),Single Family,1,1962600.0
02108,1314,2,2.5,1968,0.018,Minor (Cosmetic),Condo,1,739800.0
10001,1292,2,3.0,1973,0.044,Minor (Cosmetic),Condo,0,1014200.0
10001,2348,3,4.5,1949,0.08,None,Single Family,2,1863800.0
90210,2199,3,4.0,1959,0.81,None,Multi-Family,0,1761200.0
10001,2729,3,4.5,1973,0.08,None,Single Family,1,2179700.0
78701,2048,3,4.5,1952,0.041,Minor (Cosmetic),Townhouse,2,819200.0
02108,1354,2,2.5,1949,0.014,None,Condo,1,754500.0
80202,1222,2,2.5,1984,0.045,None,Condo,0,445700.0
98101,2296,5,5.5,2017,0.08,Full Gut Rehab,Single Family,1,1748100.0
30301,3245,5,6.0,2021,0.15,None,Single Family,1,1144500.0
30301,2549,4,5.0,2023,0.1,Full Gut Rehab,Single Family,3,1182800.0
78701,937,1,2.0,1947,0.011,None,Condo,1,360900.0
98101,2364,3,4.0,1944,0.27,Major (Structural/Systems),Single Family,2,1365200.0
94102,550,1,1.0,2024,0.05,Minor (Cosmetic),Condo,0,457300.0
85001,2363,3,4.0,1959,0.67,None,Single Family,2,690200.0
90210,2109,3,4.0,1983,0.054,Major (Structural/Systems),Townhouse,1,1758000.0
02108,2754,3,4.5,2019,0.75,None,Single Family,2,2054800.0
02108,3640,5,6.0,1997,0.21,None,Single Family,2,2364100.0
98101,2302,4,5.0,1959,0.11,Minor (Cosmetic),Single Family,3,1305300.0
10001,2865,4,5.0,2010,0.36,None,Single Family,3,2856300.0
75001,3094,5,6.0,2013,0.09,None,Single Family,1,928500.0
94102,1919,3,3.5,1979,0.045,None,Condo,2,1242000.0
33101,2608,5,6.0,1955,0.34,Major (Structural/Systems),Single Family,0,1387600.0
94102,1716,3,4.0,1943,0.08,Minor (Cosmetic),Single Family,2,1283300.0
90210,2181,4,5.5,1949,0.086,None,Townhouse,1,1622200.0
30301,3899,6,6.0,1990,0.25,None,Single Family,2,1201300.0
10001,1654,2,3.0,1987,0.078,None,Townhouse,2,1343900.0
75001,3872,6,6.0,2015,0.16,None,Multi-Family,1,1272300.0
78701,3421,6,6.0,1959,0.22,Minor (Cosmetic),Single Family,1,1456100.0
90210,3262,6,6.0,1971,0.31,Major (Structural/Systems),Single Family,1,2749200.0
85001,2594,4,4.5,2005,0.46,None,Single Family,3,903100.0
10001,855,1,1.5,1999,0.047,Minor (Cosmetic),Condo,1,770300.0
30301,1071,2,2.5,1950,0.012,Minor (Cosmetic),Condo,0,285800.0
10001,1260,2,2.5,1959,0.033,None,Condo,2,959300.0
30301,1417,1,2.5,1962,0.04,None,Condo,0,359400.0
90210,2750,4,5.0,2016,0.08,None,Single Family,2,2352200.0
78701,1629,3,3.5,1974,0.113,Major (Structural/Systems),Townhouse,2,760600.0
60601,1294,1,2.0,1956,0.02,Minor (Cosmetic),Condo,0,388300.0
85001,1401,2,2.0,1949,0.043,None,Condo,0,357500.0
30301,1970,3,4.0,1977,0.093,Major (Structural/Systems),Townhouse,2,613000.0
75001,807,1,1.5,2017,0.032,Full Gut Rehab,Condo,2,301800.0
30301,2363,3,4.5,2022,0.71,None,Single Family,2,893200.0
10001,3210,5,6.0,1971,1.22,Minor (Cosmetic),Single Family,2,2688400.0
02108,1462,3,3.5,1993,2.05,None,Single Family,3,1125300.0
02108,930,1,1.5,1996,0.4,None,Single Family,2,645100.0
98101,4406,7,6.0,1964,0.14,Major (Structural/Systems),Multi-Family,1,2594200.0
98101,2883,4,5.0,1953,0.73,Minor (Cosmetic),Single Family,4,1546400.0
78701,1312,3,3.5,1984,0.036,None,Condo,1,533700.0
94102,1692,2,3.0,1983,0.14,None,Single Family,2,1219700.0
60601,3053,4,5.5,1977,0.94,Major (Structural/Systems),Single Family,2,1285800.0
10001,1923,3,4.0,1975,0.1,Minor (Cosmetic),Townhouse,2,1592200.0
02108,1087,1,2.0,1978,0.076,None,Townhouse,0,639900.0
78701,3568,5,6.0,1978,0.21,None,Single Family,2,1482500.0
75001,2619,4,5.5,1952,1.93,Minor (Cosmetic),Single Family,2,804800.0
60601,2202,3,4.5,2005,0.16,Minor (Cosmetic),Single Family,2,921300.0
33101,2216,5,5.5,1973,0.08,None,Single Family,2,1107400.0
94102,988,1,1.5,1954,0.27,None,Single Family,1,698800.0
78701,2945,5,6.0,1997,0.76,Major (Structural/Systems),Single Family,2,1593900.0
94102,3409,4,6.0,1998,0.31,None,Multi-Family,4,2841400.0
98101,1032,1,2.0,2005,0.042,None,Condo,1,534700.0
80202,2375,3,4.5,1991,0.044,Minor (Cosmetic),Townhouse,2,1094600.0
90210,615,1,1.0,2008,0.037,None,Condo,0,466500.0
02108,2052,3,4.0,1944,0.08,Minor (Cosmetic),Single Family,2,1362400.0
85001,1417,3,3.5,1982,0.085,Minor (Cosmetic),Townhouse,3,501400.0
85001,2290,4,5.0,1947,0.24,None,Single Family,1,671100.0
98101,1830,3,3.5,2017,0.116,None,Townhouse,1,1031400.0
90210,2822,4,5.5,2002,0.08,None,Single Family,2,2247500.0
10001,2239,4,5.0,2007,0.08,Minor (Cosmetic),Single Family,2,2170000.0
98101,1405,3,3.5,1974,0.051,Major (Structural/Systems),Townhouse,3,843800.0
85001,1690,3,3.5,2010,0.017,Minor (Cosmetic),Condo,1,566800.0
94102,2885,5,6.0,1971,0.06,Minor (Cosmetic),Townhouse,3,2074300.0
60601,1864,3,4.0,1963,0.105,None,Townhouse,1,650900.0
94102,1932,3,4.0,1989,0.17,Major (Structural/Systems),Single Family,0,1604800.0
85001,3606,5,6.0,1998,0.64,Minor (Cosmetic),Single Family,2,1179200.0
98101,1414,2,3.0,2004,0.11,Minor (Cosmetic),Single Family,2,886700.0
75001,982,2,2.5,1977,0.044,None,Condo,0,231300.0
98101,856,2,2.5,1977,0.01,None,Condo,0,417100.0
33101,1630,2,2.5,1960,0.95,Major (Structural/Systems),Single Family,2,808500.0
10001,1001,1,2.0,1962,0.04,Minor (Cosmetic),Condo,2,750900.0
94102,797,1,1.5,1985,0.027,Minor (Cosmetic),Condo,1,537500.0
85001,2509,4,5.5,2008,0.3,None,Single Family,3,856200.0
30301,1812,2,3.0,1969,0.115,None,Townhouse,2,462600.0
30301,882,1,1.0,1979,0.033,Major (Structural/Systems),Condo,2,270600.0
33101,1633,3,3.5,2021,0.058,Major (Structural/Systems),Townhouse,4,1043600.0
75001,2326,4,5.0,2009,0.3,Major (Structural/Systems),Single Family,3,858000.0
90210,3107,5,6.0,2008,0.72,Minor (Cosmetic),Single Family,1,2879500.0
98101,2388,3,5.0,1981,1.53,Full Gut Rehab,Single Family,2,1466300.0
02108,3118,5,6.0,1957,0.31,Major (Structural/Systems),Single Family,2,2244200.0
33101,3668,6,6.0,1998,0.08,Major (Structural/Systems),Multi-Family,2,2164400.0
98101,2928,4,5.5,1952,0.52,Major (Structural/Systems),Single Family,3,1721100.0
94102,1585,3,4.0,2023,0.05,Minor (Cosmetic),Condo,2,1368500.0
33101,1660,2,3.5,1960,0.22,Minor (Cosmetic),Single Family,4,826700.0
75001,2145,4,5.5,2007,0.17,Minor (Cosmetic),Single Family,2,734200.0
98101,3822,6,6.0,2016,0.28,Major (Structural/Systems),Single Family,1,2706100.0
94102,1009,1,2.0,2021,0.017,Minor (Cosmetic),Condo,0,859600.0
10001,550,1,1.5,2016,0.049,None,Condo,0,514600.0
10001,2347,4,5.0,2016,0.64,None,Single Family,1,2322000.0
02108,1860,3,3.5,2000,0.049,None,Townhouse,1,1201400.0
33101,800,2,2.0,1977,1.02,Minor (Cosmetic),Single Family,2,453300.0
33101,3500,6,6.0,1979,1.0,None,Single Family,1,1544800.0
60601,1964,2,2.5,1966,0.13,Minor (Cosmetic),Single Family,3,686900.0
98101,2746,4,5.0,1997,0.34,Major (Structural/Systems),Single Family,2,1693700.0
75001,1698,2,2.5,2015,0.049,Full Gut Rehab,Townhouse,2,638300.0
10001,1533,2,3.0,2005,0.08,Minor (Cosmetic),Single Family,2,1510100.0
80202,1697,3,3.5,1982,0.24,Minor (Cosmetic),Single Family,1,718300.0
75001,1798,3,4.0,1959,0.08,Major (Structural/Systems),Single Family,3,611300.0
10001,1479,2,2.5,1974,0.045,Full Gut Rehab,Condo,0,1272500.0
94102,2389,4,5.5,1994,0.92,None,Single Family,2,1846700.0
30301,917,2,2.0,2013,0.013,None,Condo,0,310900.0
98101,1799,4,4.5,2011,0.08,Minor (Cosmetic),Single Family,4,1257600.0
60601,3397,5,6.0,1979,0.09,None,Single Family,3,1161200.0
90210,2458,2,3.5,1985,0.114,Major (Structural/Systems),Townhouse,1,2105000.0
60601,3388,5,6.0,2018,0.51,None,Single Family,4,1441500.0
02108,2021,4,5.0,1981,0.094,Minor (Cosmetic),Townhouse,2,1299200.0
90210,2717,4,5.5,1957,0.52,None,Single Family,2,2162200.0
33101,1252,2,2.5,1954,0.056,None,Townhouse,1,533200.0
10001,2315,4,4.5,2022,0.1,Minor (Cosmetic),Single Family,1,2559700.0
98101,860,1,1.5,2005,0.023,Minor (Cosmetic),Condo,2,485000.0
94102,1130,1,1.5,1952,0.33,None,Single Family,1,755300.0
94102,3292,5,6.0,1996,0.33,None,Single Family,3,2541400.0
02108,1978,4,4.5,1948,0.08,Full Gut Rehab,Single Family,2,1552100.0
94102,3396,5,6.0,2005,0.2,None,Single Family,0,2517500.0
30301,3161,5,6.0,1955,0.41,Minor (Cosmetic),Single Family,2,952000.0
90210,2917,5,6.0,1941,0.13,None,Single Family,2,2076600.0
80202,1314,3,3.0,1955,0.013,None,Condo,2,485000.0
94102,884,1,1.0,2011,0.018,Minor (Cosmetic),Condo,1,685200.0
02108,1750,2,3.0,1940,0.017,Minor (Cosmetic),Condo,1,1015900.0
30301,1115,2,3.0,2021,0.035,Major (Structural/Systems),Condo,1,449600.0
10001,2726,5,6.0,1965,0.08,None,Single Family,2,2067300.0
85001,2013,3,3.5,1983,0.76,Major (Structural/Systems),Single Family,4,712300.0
10001,1801,2,3.0,1944,0.08,Minor (Cosmetic),Single Family,1,1576200.0
60601,2014,3,4.0,1960,0.088,Minor (Cosmetic),Townhouse,2,706300.0
78701,2663,4,5.5,1974,0.93,None,Single Family,2,1090500.0
30301,1907,4,4.5,1993,0.08,Major (Structural/Systems),Single Family,0,713900.0
78701,596,1,1.5,1989,0.025,None,Condo,1,252400.0
78701,1547,2,2.5,1983,0.14,Major (Structural/Systems),Single Family,3,752200.0
10001,2338,4,5.0,2024,0.068,None,Townhouse,1,2229300.0
10001,1524,2,2.5,1943,0.088,Full Gut Rehab,Townhouse,2,1406700.0
30301,2245,4,5.0,1981,0.11,Minor (Cosmetic),Single Family,2,700400.0
98101,3587,5,6.0,1980,0.08,Full Gut Rehab,Single Family,2,2186700.0
98101,1658,3,4.0,1975,1.15,Minor (Cosmetic),Single Family,1,953800.0
60601,845,1,1.5,1963,0.04,None,Condo,0,241900.0
98101,1923,4,4.5,1944,0.08,None,Single Family,1,1020100.0
85001,1666,3,4.0,1996,0.028,None,Condo,2,519300.0
60601,1797,3,4.0,2006,0.013,Minor (Cosmetic),Condo,1,717600.0
33101,3063,5,6.0,1950,0.08,Major (Structural/Systems),Single Family,0,1584600.0
30301,3087,5,6.0,1984,0.08,None,Single Family,1,872700.0
90210,896,1,2.0,1961,0.04,None,Condo,0,605300.0
02108,3960,5,6.0,1950,0.21,Minor (Cosmetic),Single Family,1,2483300.0
80202,1920,4,4.5,1977,0.108,None,Townhouse,2,763200.0
10001,3139,5,6.0,1998,0.13,None,Single Family,2,2781000.0
60601,1063,1,1.0,1943,0.041,None,Condo,1,314100.0
30301,1679,2,2.5,2006,0.046,Full Gut Rehab,Townhouse,0,588800.0
80202,2548,3,4.0,1949,0.091,None,Townhouse,1,937300.0
98101,2904,5,5.5,1958,0.16,Major (Structural/Systems),Single Family,2,1668600.0
85001,3588,5,6.0,2021,0.11,None,Single Family,2,1276600.0
80202,1189,2,2.0,1967,0.043,None,Condo,0,440000.0
80202,1863,3,4.0,1956,0.08,Major (Structural/Systems),Single Family,2,880700.0
98101,2062,3,4.0,1963,1.05,None,Single Family,1,1043900.0
30301,1846,3,3.5,1940,0.103,Full Gut Rehab,Townhouse,1,620500.0
78701,2030,3,3.5,1944,0.15,Minor (Cosmetic),Single Family,2,961800.0
60601,1669,3,3.5,1971,1.66,Minor (Cosmetic),Single Family,1,666000.0
75001,3401,4,6.0,1992,0.08,Full Gut Rehab,Single Family,3,1240700.0
98101,909,1,2.0,2020,0.026,None,Condo,2,538000.0
80202,1148,2,1.5,1996,0.045,Major (Structural/Systems),Condo,1,520900.0
75001,2722,4,5.0,2024,2.01,Minor (Cosmetic),Single Family,4,1050700.0
98101,2058,4,5.0,1982,0.1,Major (Structural/Systems),Single Family,2,1199300.0
75001,3588,7,6.0,1978,0.48,Minor (Cosmetic),Single Family,4,996300.0
85001,709,1,1.5,1973,0.022,Minor (Cosmetic),Condo,2,228500.0
33101,2696,5,6.0,2017,0.51,None,Single Family,3,1577900.0
60601,1910,3,4.0,2019,0.05,None,Townhouse,1,782300.0
75001,2459,4,5.0,1944,0.14,None,Single Family,2,667900.0
75001,2162,3,4.5,1957,0.08,None,Multi-Family,2,619900.0
98101,3153,6,6.0,1943,0.24,Minor (Cosmetic),Single Family,1,1651000.0
90210,1360,2,3.0,2009,0.038,Major (Structural/Systems),Condo,2,1311100.0
98101,1993,3,4.0,1950,0.17,Minor (Cosmetic),Single Family,3,1110200.0
33101,3030,4,5.5,1986,0.33,Minor (Cosmetic),Single Family,3,1385800.0
80202,1968,3,4.0,2024,0.086,Minor (Cosmetic),Townhouse,2,999900.0
60601,1223,1,2.0,2020,0.064,Minor (Cosmetic),Townhouse,2,549900.0
98101,1859,4,4.5,1970,0.23,Major (Structural/Systems),Single Family,2,1061200.0
33101,1498,2,3.5,1952,0.013,Major (Structural/Systems),Condo,1,704700.0
10001,1208,2,2.5,1962,0.028,None,Condo,1,903800.0
60601,1546,2,3.5,2004,0.077,None,Townhouse,2,607600.0
78701,1856,2,3.0,2007,0.08,Minor (Cosmetic),Single Family,1,920600.0
10001,2113,3,4.0,1969,0.25,Major (Structural/Systems),Single Family,2,1888900.0
02108,2166,3,4.5,1970,0.47,Minor (Cosmetic),Single Family,2,1392000.0
60601,1865,3,4.0,1986,0.21,Minor (Cosmetic),Single Family,2,743000.0
80202,1016,2,2.5,1955,0.092,Minor (Cosmetic),Townhouse,2,459000.0
10001,3355,5,6.0,1982,0.27,None,Single Family,0,2609900.0
85001,3227,4,6.0,1942,0.54,Minor (Cosmetic),Single Family,2,1040200.0
60601,654,1,1.0,1951,0.031,Minor (Cosmetic),Condo,1,226600.0
85001,1147,1,1.5,2015,0.023,Major (Structural/Systems),Condo,2,420100.0
80202,1823,3,3.5,1950,0.62,Minor (Cosmetic),Single Family,1,829700.0
80202,2303,4,5.0,1955,0.08,Full Gut Rehab,Single Family,2,1067000.0
30301,1644,2,2.5,1968,0.063,None,Townhouse,3,423000.0
78701,2179,4,5.0,1960,0.31,Major (Structural/Systems),Single Family,0,1079300.0
60601,1801,4,5.0,1997,0.044,Major (Structural/Systems),Condo,1,758500.0
02108,945,2,2.0,1982,0.013,None,Condo,1,547100.0
80202,1893,3,4.0,1944,0.08,Minor (Cosmetic),Single Family,2,814500.0
94102,1456,2,2.5,1991,0.063,Minor (Cosmetic),Townhouse,2,1102000.0
10001,1465,2,2.5,1952,0.024,None,Condo,2,1089800.0
90210,1260,2,3.0,2020,0.65,Major (Structural/Systems),Single Family,0,1455400.0
90210,833,1,1.0,1951,0.048,Full Gut Rehab,Condo,0,691200.0
85001,1606,2,3.0,2020,0.011,None,Condo,0,526600.0
10001,1185,1,1.5,1940,0.011,Full Gut Rehab,Condo,1,1033000.0
33101,1886,3,3.5,1947,0.109,None,Townhouse,2,828100.0
75001,4099,6,6.0,1955,0.08,None,Single Family,0,974800.0
78701,2684,4,5.5,1954,0.15,None,Single Family,3,1105200.0
94102,1968,2,3.0,1958,0.11,None,Single Family,2,1360000.0
60601,2288,4,5.0,1964,0.12,None,Single Family,1,830900.0
33101,1648,2,3.0,1970,0.14,Major (Structural/Systems),Single Family,1,832200.0
60601,2365,4,5.0,1941,0.067,None,Townhouse,0,814200.0
60601,1301,3,2.5,1998,0.035,Minor (Cosmetic),Condo,1,471500.0
85001,1493,3,3.5,1970,0.035,Minor (Cosmetic),Condo,0,447000.0
78701,1524,2,3.0,2007,0.031,None,Condo,1,660800.0
98101,1613,2,2.5,2007,0.109,None,Townhouse,2,826400.0
33101,1791,3,3.5,1951,0.65,None,Single Family,4,840100.0
90210,1776,2,3.0,1956,0.057,None,Townhouse,2,1226700.0
30301,1845,2,3.0,2024,0.27,Minor (Cosmetic),Single Family,1,653000.0
94102,1874,3,4.0,1968,0.103,None,Townhouse,2,1201100.0
98101,1496,2,2.5,1975,0.045,None,Condo,0,660600.0
75001,2373,4,5.0,2019,0.1,None,Single Family,2,779000.0
33101,1152,2,2.5,2002,0.03,Minor (Cosmetic),Condo,1,529200.0
98101,2429,4,5.0,1954,0.26,Minor (Cosmetic),Single Family,2,1303300.0
80202,3102,4,6.0,1969,0.42,None,Single Family,2,1208100.0
30301,866,2,2.0,1990,0.023,Minor (Cosmetic),Condo,2,302400.0
98101,852,2,3.0,1950,0.12,Minor (Cosmetic),Single Family,3,504500.0
30301,2853,4,5.5,1996,0.43,None,Single Family,1,825800.0
94102,2244,3,4.5,1952,0.072,Minor (Cosmetic),Townhouse,2,1546500.0
75001,1256,1,2.5,1994,0.01,None,Condo,2,330100.0
75001,1511,2,3.0,2002,0.115,None,Townhouse,2,437700.0
10001,702,1,1.0,2023,0.016,Minor (Cosmetic),Condo,1,684200.0
80202,2870,3,4.5,1941,0.08,Major (Structural/Systems),Single Family,4,1297200.0
10001,2606,4,5.0,2011,0.6,Major (Structural/Systems),Single Family,0,2873200.0
60601,1055,2,2.5,2021,0.023,Minor (Cosmetic),Condo,0,441900.0
78701,4657,6,6.0,1995,0.14,None,Multi-Family,2,2217000.0
33101,1789,2,2.5,1946,0.34,Major (Structural/Systems),Single Family,2,910100.0
10001,2598,4,5.5,1982,0.045,None,Townhouse,1,1993400.0
10001,1814,3,3.5,1970,0.059,Full Gut Rehab,Townhouse,2,1790000.0
90210,550,1,1.0,2000,0.012,None,Condo,0,402800.0
98101,1719,3,4.0,1961,0.063,None,Townhouse,2,839700.0
78701,3219,6,6.0,2001,0.71,None,Single Family,1,1516900.0
30301,2907,4,5.5,1967,0.84,Minor (Cosmetic),Multi-Family,0,888200.0
33101,583,1,1.0,1964,0.022,None,Condo,1,227600.0
80202,2376,3,4.5,2004,0.08,Minor (Cosmetic),Single Family,1,1123000.0
85001,1414,3,4.0,1971,0.051,None,Townhouse,2,432100.0
60601,2868,4,5.0,1987,0.18,None,Single Family,2,1085200.0
85001,3080,5,6.0,2019,0.61,None,Single Family,2,1152200.0
78701,730,1,1.5,1963,0.044,None,Condo,1,275500.0
02108,1970,2,3.5,2020,0.08,Minor (Cosmetic),Single Family,1,1463500.0
90210,3067,4,5.5,1981,0.08,Major (Structural/Systems),Single Family,2,2499000.0
60601,1413,2,3.0,2009,0.056,Minor (Cosmetic),Townhouse,3,621000.0
94102,1688,2,2.5,2017,0.62,Major (Structural/Systems),Single Family,1,1654500.0
02108,1615,2,2.5,1975,0.21,None,Single Family,4,1033400.0
78701,2764,5,6.0,1970,0.16,None,Single Family,0,1094300.0
78701,2731,5,6.0,1966,1.1,Full Gut Rehab,Single Family,1,1475800.0
33101,860,1,1.5,2005,0.047,None,Condo,0,392600.0
10001,1101,2,1.5,2022,0.028,Minor (Cosmetic),Condo,1,1122300.0
98101,2487,3,4.0,1984,0.05,Minor (Cosmetic),Townhouse,1,1238600.0
33101,759,1,1.0,1983,0.017,Minor (Cosmetic),Condo,1,318600.0
85001,1036,2,2.5,1996,0.08,Major (Structural/Systems),Single Family,3,447900.0
60601,2004,3,4.0,1960,0.094,Major (Structural/Systems),Townhouse,2,775200.0
30301,1061,2,2.0,1994,0.032,Full Gut Rehab,Condo,2,383300.0
60601,851,1,2.5,1954,0.032,Minor (Cosmetic),Condo,0,293900.0
33101,1328,2,3.0,1973,0.014,Full Gut Rehab,Condo,2,721200.0
10001,2177,4,5.0,1942,0.103,Minor (Cosmetic),Townhouse,3,1869600.0
33101,550,1,2.0,1940,0.031,None,Condo,0,243100.0
33101,2010,4,5.0,1963,0.08,None,Single Family,2,963400.0
33101,1911,3,3.5,1982,0.04,None,Condo,0,772600.0
80202,2937,5,6.0,1966,1.39,Major (Structural/Systems),Single Family,1,1353500.0
78701,3007,4,6.0,1948,0.2,None,Single Family,2,1282200.0
98101,3379,5,6.0,1956,0.08,None,Single Family,2,1501900.0
78701,2512,4,5.0,1978,0.08,Full Gut Rehab,Single Family,2,1288600.0
10001,3097,5,5.5,1994,0.08,Major (Structural/Systems),Single Family,2,3108500.0
75001,3038,5,6.0,2007,0.51,Minor (Cosmetic),Single Family,1,1072900.0
10001,1288,1,2.0,1984,0.038,None,Condo,1,899600.0
94102,1655,3,3.5,1967,0.087,None,Townhouse,1,1128800.0
80202,3337,6,6.0,1995,0.51,None,Multi-Family,1,1567800.0
33101,2058,4,5.5,1968,2.54,None,Single Family,1,1057700.0
80202,1104,2,2.5,1968,0.026,Minor (Cosmetic),Condo,1,411100.0
02108,1274,1,2.5,2008,0.096,None,Townhouse,1,864300.0
78701,1907,3,4.0,1950,0.17,None,Single Family,1,800600.0
98101,1001,1,2.0,1941,0.024,None,Condo,0,431800.0
85001,769,2,2.0,2007,0.044,Minor (Cosmetic),Condo,1,295900.0
30301,2121,3,4.5,1949,0.3,Major (Structural/Systems),Single Family,1,725400.0
78701,1726,2,3.5,2011,0.05,Major (Structural/Systems),Townhouse,1,921100.0
98101,1981,3,4.5,1966,0.072,None,Townhouse,1,977200.0
60601,3211,6,6.0,1974,0.56,Minor (Cosmetic),Single Family,2,1266500.0
90210,2152,3,3.5,2020,0.98,None,Single Family,2,2003200.0
80202,3501,5,6.0,1989,0.33,Full Gut Rehab,Single Family,0,1694400.0
98101,3203,4,5.0,2013,0.18,Minor (Cosmetic),Single Family,2,1897600.0
30301,2878,4,5.5,1941,0.1,None,Single Family,2,846700.0
90210,2615,4,5.0,1956,0.19,Minor (Cosmetic),Single Family,2,2035200.0
78701,2739,5,6.0,2019,0.29,None,Single Family,2,1392800.0
60601,2334,3,4.5,1963,0.04,Minor (Cosmetic),Townhouse,2,853100.0
80202,3417,6,6.0,1996,0.11,Major (Structural/Systems),Single Family,2,1681300.0
94102,3501,5,6.0,2010,0.39,Minor (Cosmetic),Single Family,2,2909700.0
85001,2530,5,5.5,2022,0.39,Full Gut Rehab,Single Family,2,1230500.0
78701,2916,5,6.0,1955,0.37,None,Single Family,3,1290800.0
33101,3507,5,6.0,1975,1.05,None,Single Family,2,1545700.0
10001,2032,2,3.0,1984,0.29,Major (Structural/Systems),Single Family,2,1858500.0
80202,2261,3,4.0,1949,0.11,None,Single Family,3,902900.0
80202,1807,3,3.5,2002,0.105,None,Townhouse,2,811000.0
90210,3919,5,6.0,1982,0.17,Minor (Cosmetic),Multi-Family,3,3463900.0
94102,3186,5,6.0,1990,0.1,Major (Structural/Systems),Single Family,4,2601100.0
75001,2326,3,4.0,2018,0.28,Minor (Cosmetic),Single Family,2,752800.0
10001,571,1,1.5,1942,0.022,Full Gut Rehab,Condo,1,532300.0
10001,1186,2,2.5,2005,0.026,Minor (Cosmetic),Condo,2,1041100.0
78701,1811,2,3.0,1974,0.41,Major (Structural/Systems),Single Family,2,862500.0
60601,1129,3,3.0,2008,0.12,Full Gut Rehab,Townhouse,2,581300.0
90210,657,1,1.5,2018,0.036,Minor (Cosmetic),Condo,2,579000.0
78701,2744,4,5.0,1975,0.11,Minor (Cosmetic),Single Family,2,1265000.0
94102,1576,2,2.5,1988,0.014,None,Condo,1,1013100.0
90210,3231,5,6.0,1940,0.16,Minor (Cosmetic),Multi-Family,1,2820000.0
90210,1173,2,2.5,2015,0.011,Major (Structural/Systems),Condo,1,1047600.0
75001,3387,6,6.0,1981,0.22,Major (Structural/Systems),Single Family,3,1027200.0
94102,1341,2,2.0,1980,0.38,None,Single Family,2,917200.0
90210,2890,5,6.0,2012,0.25,None,Single Family,3,2701200.0
80202,2491,4,5.5,1996,0.7,Major (Structural/Systems),Single Family,2,1369500.0
75001,1298,2,2.0,1959,0.03,None,Condo,0,289800.0
02108,1582,2,2.5,1953,0.077,Major (Structural/Systems),Townhouse,2,1064500.0
80202,813,1,1.5,1991,0.022,Major (Structural/Systems),Condo,0,364900.0
90210,3312,5,6.0,1993,0.64,None,Multi-Family,1,2805900.0
80202,3736,6,6.0,1988,0.82,Minor (Cosmetic),Single Family,1,1584100.0
78701,2187,3,4.0,1969,0.118,Major (Structural/Systems),Townhouse,2,1016300.0
78701,922,1,1.0,1942,0.049,None,Condo,2,332700.0
98101,1494,2,3.0,1951,1.38,Minor (Cosmetic),Single Family,0,772000.0
02108,550,1,1.0,1970,0.038,Major (Structural/Systems),Condo,0,309800.0
94102,3487,6,6.0,1976,0.29,None,Single Family,4,2464500.0
98101,765,1,1.5,1966,0.017,Minor (Cosmetic),Condo,2,404300.0
94102,2255,4,5.0,1963,0.51,Minor (Cosmetic),Single Family,3,1701500.0
60601,3490,6,6.0,1980,0.46,None,Single Family,1,1250100.0
85001,550,1,1.5,2003,0.044,None,Condo,1,174000.0
85001,1622,3,4.0,1950,0.028,Minor (Cosmetic),Condo,0,478700.0
30301,2309,4,4.5,2012,0.78,None,Single Family,2,820600.0
33101,1638,4,4.5,1955,0.44,None,Single Family,2,778000.0
60601,2314,3,4.0,1953,0.08,None,Single Family,2,809800.0
02108,847,2,2.0,1986,0.018,Full Gut Rehab,Condo,1,661400.0
33101,1998,3,3.5,1969,0.105,Major (Structural/Systems),Townhouse,3,1032900.0
80202,1508,2,3.0,1963,0.074,None,Townhouse,0,546200.0
80202,1066,1,1.5,1952,0.1,None,Single Family,1,403800.0
60601,1022,2,2.5,1948,0.027,None,Condo,2,368500.0
02108,1482,2,3.5,1988,0.08,None,Single Family,2,978500.0
02108,1171,1,2.0,1965,0.046,Minor (Cosmetic),Condo,0,641300.0
